Unnamed: 0,character,line,movie
7540,TONY STARK,Re-route everything. We get one shot at this.,Avengers: Age of Ultron
7541,CLINT BARTON,"I know what I need to do. The dining room! If I knock out that east wall, it'll make a nice work space for Laura, huh? Put up some baffling, she can't hear the kids running around, what do you think?",Avengers: Age of Ultron
7542,NATASHA ROMANOFF,You guys always eat in the kitchen anyway.,Avengers: Age of Ultron
7543,CLINT BARTON,No one eats in a dining room.  We don't have a lot of time.,Avengers: Age of Ultron
7544,NATASHA ROMANOFF,"So get your ass on a boat.  Hey, big guy. Sun's getting real low.",Avengers: Age of Ultron
7545,ZRINKA,Costel? We were in the market. Costel?!,Avengers: Age of Ultron
7546,TONY STARK,"Thor, I'm gonna need you back in the church.",Avengers: Age of Ultron
7547,THOR,Is this the last of them?,Avengers: Age of Ultron
7548,STEVE ROGERS,Yeah. Everyone else is on the carrier.,Avengers: Age of Ultron
7549,TONY STARK,"You know, if this works, we maybe don't walk away.",Avengers: Age of Ultron
7550,THOR,Maybe not.,Avengers: Age of Ultron
7551,ULTRON,"I got no strings, so I have fun. I'm not tied up to anyone.",Avengers: Age of Ultron
7552,PIETRO MAXIMOFF,You didn't see that coming.,Avengers: Age of Ultron
7553,ULTRON,"Oh, for God's sake!",Avengers: Age of Ultron
7554,CLINT BARTON,"No, no. I'm fine.  Oh, it's been a long day.",Avengers: Age of Ultron
7555,ULTRON,"Wanda, if you stay here, you'll die.",Avengers: Age of Ultron
7556,WANDA MAXIMOFF,I just did. Do you know how it felt?  It felt like that.,Avengers: Age of Ultron
7557,TONY STARK,"Thor, on my mark.  Now!",Avengers: Age of Ultron
7558,NATASHA ROMANOFF,"Hey, big guy. We did it, the job's finished. Now I need you to turn this bird around, okay? We can't track you in stealth mode, so help me out. I need you t...",Avengers: Age of Ultron
7559,VISION,You're afraid.,Avengers: Age of Ultron
7560,ULTRON,Of you?,Avengers: Age of Ultron
7561,VISION,Of death. You're the last one.,Avengers: Age of Ultron
7562,ULTRON,"You were supposed to be the last. Stark asked for a savior, and settled for a slave.",Avengers: Age of Ultron
7563,VISION,I suppose we're both disappointments.,Avengers: Age of Ultron
7564,ULTRON,I suppose we are.,Avengers: Age of Ultron
7565,VISION,"Humans are odd. They think order and chaos are somehow opposites, and try to control what won't be. But there is grace in their failings. I think you missed that.",Avengers: Age of Ultron
7566,ULTRON,They're doomed.,Avengers: Age of Ultron
7567,VISION,Yes. But a thing isn't beautiful because it lasts. It's a privilege to be among them.,Avengers: Age of Ultron
7568,ULTRON,You're unbearably naive.,Avengers: Age of Ultron
7569,VISION,"Well, I was born yesterday.",Avengers: Age of Ultron
7570,LAURA BARTON,Say hi to Auntie Nat.,Avengers: Age of Ultron
7571,NATASHA ROMANOFF,Fat.,Avengers: Age of Ultron
7572,NICK FURY,"One of our tech boys flagged this, splashed down in the Banda Sea. Could be the Quinjet. But with Stark's stealth tech, we still can't track the damn thing.",Avengers: Age of Ultron
7573,NATASHA ROMANOFF,Right.,Avengers: Age of Ultron
7574,NICK FURY,Probably jumped out and swam to Fiji. He'll send a postcard.,Avengers: Age of Ultron
7575,NATASHA ROMANOFF,"""Wish you were here."" You sent me to recruit him, way back when. Did you know then what was going to happen?",Avengers: Age of Ultron
7576,NICK FURY,You never know. You hope for the best and make do with what you get. I got a great team.,Avengers: Age of Ultron
7577,NATASHA ROMANOFF,Nothing lasts forever.,Avengers: Age of Ultron
7578,NICK FURY,"Trouble, Miss Romanoff. No matter who wins or loses, trouble still comes around.",Avengers: Age of Ultron
7579,STEVE ROGERS,The rules have changed.,Avengers: Age of Ultron
7580,TONY STARK,We're dealing with something new.,Avengers: Age of Ultron
7581,STEVE ROGERS,"Well, the Vision's artificial intelligence.",Avengers: Age of Ultron
7582,TONY STARK,A machine.,Avengers: Age of Ultron
7583,STEVE ROGERS,So it doesn't count.,Avengers: Age of Ultron
7584,TONY STARK,No. It's not like a person lifting the hammer.,Avengers: Age of Ultron
7585,STEVE ROGERS,Right. Different rules for us.,Avengers: Age of Ultron
7586,TONY STARK,"Nice guy, but artificial.",Avengers: Age of Ultron
7587,STEVE ROGERS,Thank you.,Avengers: Age of Ultron
7588,THOR,"If he can wield the hammer, he can keep the Mind Stone. It's safe with the Vision and these days, safe is in short supply.",Avengers: Age of Ultron
7589,STEVE ROGERS,But if you put the hammer in an elevator...,Avengers: Age of Ultron
7590,TONY STARK,It would still go up.,Avengers: Age of Ultron
7591,STEVE ROGERS,Elevator's not worthy.,Avengers: Age of Ultron
7592,THOR,I'm going to miss these little talks of ours.,Avengers: Age of Ultron
7593,TONY STARK,"Well, not if you don't leave.",Avengers: Age of Ultron
7594,THOR,I have no choice. The Mind Stone is the fourth of the Infinity Stones to show up in the last few years. That's not a coincidence. Someone has been playing an intricate game and has made pawns of us. But once all these pieces are in position...,Avengers: Age of Ultron
7595,TONY STARK,Triple Yahtzee?,Avengers: Age of Ultron
7596,STEVE ROGERS,You think you can find out what's coming?,Avengers: Age of Ultron
7597,THOR,"I do. Besides this one, there's nothing that can't be explained.",Avengers: Age of Ultron
7598,TONY STARK,That man has no regard for lawn maintenance. I'm gonna miss him though. And you're gonna miss me. There's gonna be a lot of manful tears.,Avengers: Age of Ultron
7599,STEVE ROGERS,"I will miss you, Tony.",Avengers: Age of Ultron
7600,TONY STARK,"Yeah? Well, it's time for me to tap out. Maybe I should take a page out of Barton's book and build Pepper a farm, hope nobody blows it up.",Avengers: Age of Ultron
7601,STEVE ROGERS,The simple life.,Avengers: Age of Ultron
7602,TONY STARK,You'll get there one day.,Avengers: Age of Ultron
7603,STEVE ROGERS,"I don't know, family, stability. The guy who wanted all that went in the ice seventy-five years ago. I think someone else came out.",Avengers: Age of Ultron
7604,TONY STARK,You alright?,Avengers: Age of Ultron
7605,STEVE ROGERS,"I'm home.  You want to keep staring at the wall, or do you want to go to work? I mean, it's a pretty interesting wall.",Avengers: Age of Ultron
7606,NATASHA ROMANOFF,I thought you and Tony were still gazing into each other's eyes. How do we look?,Avengers: Age of Ultron
7607,STEVE ROGERS,"Well, we're not the '27 Yankees.",Avengers: Age of Ultron
7608,NATASHA ROMANOFF,We've got some hitters.,Avengers: Age of Ultron
7609,STEVE ROGERS,They're good. They're not a team.,Avengers: Age of Ultron
7610,NATASHA ROMANOFF,Let's beat 'em into shape.,Avengers: Age of Ultron
7611,STEVE ROGERS,Avengers...!,Avengers: Age of Ultron
7612,THANOS,"Fine, I'll do it myself.",Avengers: Age of Ultron
